id,doc_id,subtype,stanford_sentence_id,stanford_token
MARKBACKER_20041117.0723-EV1-1,MARKBACKER_20041117.0723,Attack,2,15
CNNHL_ENG_20030410_193626.13-EV1-1,CNNHL_ENG_20030410_193626.13,Demonstrate,2,10
CNNHL_ENG_20030410_193626.13-EV1-2,CNNHL_ENG_20030410_193626.13,Demonstrate,3,14
CNNHL_ENG_20030410_193626.13-EV2-1,CNNHL_ENG_20030410_193626.13,Transport,5,3
CNNHL_ENG_20030410_193626.13-EV3-1,CNNHL_ENG_20030410_193626.13,Demonstrate,6,5
rec.music.phish_20041215.1554-EV1-1,rec.music.phish_20041215.1554,Attack,2,24
rec.music.phish_20041215.1554-EV2-1,rec.music.phish_20041215.1554,Transport,4,23
rec.music.phish_20041215.1554-EV3-1,rec.music.phish_20041215.1554,Transport,4,13
rec.music.phish_20041215.1554-EV4-1,rec.music.phish_20041215.1554,End-Org,5,5
rec.music.phish_20041215.1554-EV5-1,rec.music.phish_20041215.1554,Attack,8,23
AGGRESSIVEVOICEDAILY_20041218.1004-EV1-1,AGGRESSIVEVOICEDAILY_20041218.1004,Arrest-Jail,1,33
AGGRESSIVEVOICEDAILY_20041218.1004-EV1-2,AGGRESSIVEVOICEDAILY_20041218.1004,Arrest-Jail,3,13
AGGRESSIVEVOICEDAILY_20041218.1004-EV2-1,AGGRESSIVEVOICEDAILY_20041218.1004,Be-Born,1,17
AGGRESSIVEVOICEDAILY_20041218.1004-EV2-2,AGGRESSIVEVOICEDAILY_20041218.1004,Be-Born,10,21
AGGRESSIVEVOICEDAILY_20041218.1004-EV2-3,AGGRESSIVEVOICEDAILY_20041218.1004,Be-Born,11,14
AGGRESSIVEVOICEDAILY_20041218.1004-EV3-1,AGGRESSIVEVOICEDAILY_20041218.1004,Charge-Indict,3,17
AGGRESSIVEVOICEDAILY_20041218.1004-EV4-1,AGGRESSIVEVOICEDAILY_20041218.1004,Die,3,22
AGGRESSIVEVOICEDAILY_20041218.1004-EV5-1,AGGRESSIVEVOICEDAILY_20041218.1004,Phone-Write,5,18
AGGRESSIVEVOICEDAILY_20041218.1004-EV6-1,AGGRESSIVEVOICEDAILY_20041218.1004,Phone-Write,5,28
AGGRESSIVEVOICEDAILY_20041218.1004-EV6-2,AGGRESSIVEVOICEDAILY_20041218.1004,Phone-Write,6,7
AGGRESSIVEVOICEDAILY_20041218.1004-EV7-1,AGGRESSIVEVOICEDAILY_20041218.1004,Attack,14,17
AGGRESSIVEVOICEDAILY_20041218.1004-EV8-1,AGGRESSIVEVOICEDAILY_20041218.1004,Transport,8,8
AGGRESSIVEVOICEDAILY_20041218.1004-EV9-1,AGGRESSIVEVOICEDAILY_20041218.1004,Phone-Write,9,5
AGGRESSIVEVOICEDAILY_20041218.1004-EV10-1,AGGRESSIVEVOICEDAILY_20041218.1004,Be-Born,9,16
AGGRESSIVEVOICEDAILY_20041218.1004-EV11-1,AGGRESSIVEVOICEDAILY_20041218.1004,Charge-Indict,12,5
AGGRESSIVEVOICEDAILY_20041218.1004-EV12-1,AGGRESSIVEVOICEDAILY_20041218.1004,Die,14,6
AGGRESSIVEVOICEDAILY_20041218.1004-EV13-1,AGGRESSIVEVOICEDAILY_20041218.1004,Charge-Indict,16,20
AGGRESSIVEVOICEDAILY_20041218.1004-EV14-1,AGGRESSIVEVOICEDAILY_20041218.1004,Attack,10,12
AGGRESSIVEVOICEDAILY_20041218.1004-EV14-2,AGGRESSIVEVOICEDAILY_20041218.1004,Attack,1,38
AGGRESSIVEVOICEDAILY_20041218.1004-EV15-1,AGGRESSIVEVOICEDAILY_20041218.1004,Attack,12,37
AGGRESSIVEVOICEDAILY_20041218.1004-EV15-2,AGGRESSIVEVOICEDAILY_20041218.1004,Attack,10,17
fsh_29192-EV1-1,fsh_29192,Start-Position,32,8
fsh_29192-EV2-1,fsh_29192,Elect,2,8
fsh_29192-EV3-1,fsh_29192,Start-Position,2,21
fsh_29192-EV4-1,fsh_29192,End-Position,2,37
fsh_29192-EV5-1,fsh_29192,Start-Position,3,7
fsh_29192-EV5-2,fsh_29192,Start-Position,4,13
fsh_29192-EV6-1,fsh_29192,Start-Position,5,11
fsh_29192-EV7-1,fsh_29192,End-Position,7,23
fsh_29192-EV8-1,fsh_29192,End-Position,10,20
fsh_29192-EV9-1,fsh_29192,Transport,22,20
fsh_29192-EV10-1,fsh_29192,End-Position,29,17
fsh_29192-EV11-1,fsh_29192,Elect,41,35
CNN_ENG_20030501_160459.0-EV1-1,CNN_ENG_20030501_160459.0,Attack,3,69
CNN_ENG_20030501_160459.0-EV2-1,CNN_ENG_20030501_160459.0,Transport,5,46
CNN_ENG_20030619_115954.4-EV1-1,CNN_ENG_20030619_115954.4,Attack,1,10
CNN_ENG_20030619_115954.4-EV2-1,CNN_ENG_20030619_115954.4,Die,2,10
CNN_ENG_20030619_115954.4-EV3-1,CNN_ENG_20030619_115954.4,Die,4,18
CNN_ENG_20030619_115954.4-EV4-1,CNN_ENG_20030619_115954.4,Attack,4,37
CNN_ENG_20030619_115954.4-EV5-1,CNN_ENG_20030619_115954.4,Transport,7,6
CNN_ENG_20030619_115954.4-EV6-1,CNN_ENG_20030619_115954.4,Transport,7,13
CNN_ENG_20030619_115954.4-EV7-1,CNN_ENG_20030619_115954.4,Transport,8,7
CNN_ENG_20030619_115954.4-EV8-1,CNN_ENG_20030619_115954.4,Meet,8,15
CNN_ENG_20030619_115954.4-EV9-1,CNN_ENG_20030619_115954.4,Meet,7,20
MARKETVIEW_20041213.0722-EV1-1,MARKETVIEW_20041213.0722,Merge-Org,1,27
MARKETVIEW_20041213.0722-EV1-2,MARKETVIEW_20041213.0722,Merge-Org,10,8
MARKETVIEW_20041213.0722-EV1-3,MARKETVIEW_20041213.0722,Merge-Org,8,9
MARKETVIEW_20041213.0722-EV1-4,MARKETVIEW_20041213.0722,Merge-Org,9,33
MARKETVIEW_20041213.0722-EV2-1,MARKETVIEW_20041213.0722,End-Position,9,14
MARKETVIEW_20041213.0722-EV3-1,MARKETVIEW_20041213.0722,Start-Org,9,19
MARKETVIEW_20041213.0722-EV4-1,MARKETVIEW_20041213.0722,Transfer-Money,9,28
MARKETVIEW_20041213.0722-EV5-1,MARKETVIEW_20041213.0722,Transfer-Ownership,9,64
MARKETVIEW_20041213.0722-EV6-1,MARKETVIEW_20041213.0722,End-Position,4,13
CNN_IP_20030405.1600.01-3-EV1-1,CNN_IP_20030405.1600.01-3,Attack,9,20
CNN_IP_20030405.1600.01-3-EV2-1,CNN_IP_20030405.1600.01-3,Attack,10,9
CNN_IP_20030405.1600.01-3-EV3-1,CNN_IP_20030405.1600.01-3,Attack,10,10
CNN_IP_20030405.1600.01-3-EV4-1,CNN_IP_20030405.1600.01-3,Die,14,3
CNN_IP_20030405.1600.01-3-EV5-1,CNN_IP_20030405.1600.01-3,Injure,15,3
CNN_ENG_20030429_110706.7-EV1-1,CNN_ENG_20030429_110706.7,Transport,3,5
CNN_ENG_20030429_110706.7-EV2-1,CNN_ENG_20030429_110706.7,Attack,12,15
CNN_ENG_20030429_110706.7-EV3-1,CNN_ENG_20030429_110706.7,Demonstrate,12,24
CNN_ENG_20030429_110706.7-EV4-1,CNN_ENG_20030429_110706.7,Phone-Write,13,4
CNN_ENG_20030429_110706.7-EV5-1,CNN_ENG_20030429_110706.7,Die,14,11
CNNHL_ENG_20030609_133335.37-EV1-1,CNNHL_ENG_20030609_133335.37,End-Org,2,8
CNNHL_ENG_20030609_133335.37-EV1-2,CNNHL_ENG_20030609_133335.37,End-Org,7,8
CNNHL_ENG_20030609_133335.37-EV1-3,CNNHL_ENG_20030609_133335.37,End-Org,12,15
CNNHL_ENG_20030609_133335.37-EV2-1,CNNHL_ENG_20030609_133335.37,Transfer-Ownership,9,4
CNNHL_ENG_20030609_133335.37-EV3-1,CNNHL_ENG_20030609_133335.37,Start-Position,13,14
CNNHL_ENG_20030609_133335.37-EV4-1,CNNHL_ENG_20030609_133335.37,Start-Org,3,15
CNNHL_ENG_20030609_133335.37-EV5-1,CNNHL_ENG_20030609_133335.37,Transfer-Ownership,16,4
APW_ENG_20030519.0367-EV1-1,APW_ENG_20030519.0367,Die,1,2
APW_ENG_20030519.0367-EV2-1,APW_ENG_20030519.0367,Start-Org,2,32
APW_ENG_20030519.0367-EV3-1,APW_ENG_20030519.0367,Die,18,29
APW_ENG_20030519.0367-EV4-1,APW_ENG_20030519.0367,Meet,20,8
APW_ENG_20030519.0367-EV5-1,APW_ENG_20030519.0367,Transport,27,11
APW_ENG_20030519.0367-EV6-1,APW_ENG_20030519.0367,Meet,32,5
APW_ENG_20030519.0367-EV7-1,APW_ENG_20030519.0367,Meet,32,20
APW_ENG_20030519.0367-EV8-1,APW_ENG_20030519.0367,Attack,39,6
APW_ENG_20030519.0367-EV9-1,APW_ENG_20030519.0367,Attack,1,4
APW_ENG_20030519.0367-EV9-2,APW_ENG_20030519.0367,Attack,3,11
APW_ENG_20030519.0367-EV9-3,APW_ENG_20030519.0367,Attack,5,3
APW_ENG_20030519.0367-EV9-4,APW_ENG_20030519.0367,Attack,7,2
APW_ENG_20030519.0367-EV9-5,APW_ENG_20030519.0367,Attack,24,26
APW_ENG_20030519.0367-EV10-1,APW_ENG_20030519.0367,Die,1,19
APW_ENG_20030519.0367-EV11-1,APW_ENG_20030519.0367,Injure,1,25
APW_ENG_20030519.0367-EV11-2,APW_ENG_20030519.0367,Injure,8,4
APW_ENG_20030519.0367-EV12-1,APW_ENG_20030519.0367,Attack,2,4
APW_ENG_20030519.0367-EV12-2,APW_ENG_20030519.0367,Attack,10,6
APW_ENG_20030519.0367-EV12-3,APW_ENG_20030519.0367,Attack,11,10
APW_ENG_20030519.0367-EV12-4,APW_ENG_20030519.0367,Attack,11,16
APW_ENG_20030519.0367-EV12-5,APW_ENG_20030519.0367,Attack,34,5
APW_ENG_20030519.0367-EV13-1,APW_ENG_20030519.0367,Attack,3,28
APW_ENG_20030519.0367-EV14-1,APW_ENG_20030519.0367,Attack,4,9
APW_ENG_20030519.0367-EV15-1,APW_ENG_20030519.0367,Attack,6,17
APW_ENG_20030519.0367-EV16-1,APW_ENG_20030519.0367,Die,43,39
APW_ENG_20030519.0367-EV17-1,APW_ENG_20030519.0367,Die,7,3
APW_ENG_20030519.0367-EV18-1,APW_ENG_20030519.0367,Attack,9,12
APW_ENG_20030519.0367-EV19-1,APW_ENG_20030519.0367,Injure,9,30
APW_ENG_20030519.0367-EV20-1,APW_ENG_20030519.0367,Meet,10,15
APW_ENG_20030519.0367-EV20-2,APW_ENG_20030519.0367,Meet,19,11
APW_ENG_20030519.0367-EV21-1,APW_ENG_20030519.0367,Attack,12,10
APW_ENG_20030519.0367-EV22-1,APW_ENG_20030519.0367,Attack,12,28
APW_ENG_20030519.0367-EV23-1,APW_ENG_20030519.0367,Attack,12,30
APW_ENG_20030519.0367-EV24-1,APW_ENG_20030519.0367,Meet,13,12
APW_ENG_20030519.0367-EV25-1,APW_ENG_20030519.0367,Attack,45,10
APW_ENG_20030519.0367-EV26-1,APW_ENG_20030519.0367,Attack,17,15
APW_ENG_20030519.0367-EV27-1,APW_ENG_20030519.0367,Die,18,31
APW_ENG_20030519.0367-EV28-1,APW_ENG_20030519.0367,Attack,28,12
APW_ENG_20030519.0367-EV29-1,APW_ENG_20030519.0367,Meet,28,23
APW_ENG_20030519.0367-EV29-2,APW_ENG_20030519.0367,Meet,28,29
APW_ENG_20030519.0367-EV30-1,APW_ENG_20030519.0367,Attack,28,43
APW_ENG_20030519.0367-EV31-1,APW_ENG_20030519.0367,Transport,30,22
APW_ENG_20030519.0367-EV32-1,APW_ENG_20030519.0367,Attack,32,25
APW_ENG_20030519.0367-EV32-2,APW_ENG_20030519.0367,Attack,35,8
APW_ENG_20030519.0367-EV33-1,APW_ENG_20030519.0367,Attack,34,13
APW_ENG_20030519.0367-EV34-1,APW_ENG_20030519.0367,Die,34,27
APW_ENG_20030519.0367-EV35-1,APW_ENG_20030519.0367,Attack,35,26
APW_ENG_20030519.0367-EV36-1,APW_ENG_20030519.0367,Die,35,34
APW_ENG_20030519.0367-EV37-1,APW_ENG_20030519.0367,Attack,39,20
APW_ENG_20030519.0367-EV38-1,APW_ENG_20030519.0367,Attack,43,42
APW_ENG_20030519.0367-EV38-2,APW_ENG_20030519.0367,Attack,44,10
APW_ENG_20030519.0367-EV39-1,APW_ENG_20030519.0367,Injure,44,7
APW_ENG_20030519.0367-EV40-1,APW_ENG_20030519.0367,Die,48,4
APW_ENG_20030519.0367-EV41-1,APW_ENG_20030519.0367,Injure,46,8
APW_ENG_20030519.0367-EV42-1,APW_ENG_20030519.0367,Meet,20,17
APW_ENG_20030519.0367-EV43-1,APW_ENG_20030519.0367,Attack,1,31
fsh_29303-EV1-1,fsh_29303,Convict,2,7
fsh_29303-EV2-1,fsh_29303,Die,2,10
fsh_29303-EV2-2,fsh_29303,Die,13,23
fsh_29303-EV2-3,fsh_29303,Die,51,69
fsh_29303-EV2-4,fsh_29303,Die,54,11
fsh_29303-EV2-5,fsh_29303,Die,13,30
fsh_29303-EV2-6,fsh_29303,Die,14,6
fsh_29303-EV2-7,fsh_29303,Die,15,8
fsh_29303-EV3-1,fsh_29303,Sentence,2,22
fsh_29303-EV4-1,fsh_29303,Convict,3,13
fsh_29303-EV5-1,fsh_29303,Sentence,6,4
fsh_29303-EV6-1,fsh_29303,Sentence,8,11
fsh_29303-EV7-1,fsh_29303,Sentence,8,42
fsh_29303-EV8-1,fsh_29303,Sentence,15,19
fsh_29303-EV8-2,fsh_29303,Sentence,15,35
fsh_29303-EV9-1,fsh_29303,Die,22,35
fsh_29303-EV10-1,fsh_29303,Die,22,39
fsh_29303-EV11-1,fsh_29303,Die,24,30
fsh_29303-EV11-2,fsh_29303,Die,25,9
fsh_29303-EV12-1,fsh_29303,Trial-Hearing,2,2
fsh_29303-EV13-1,fsh_29303,Trial-Hearing,5,7
fsh_29303-EV14-1,fsh_29303,Trial-Hearing,5,21
fsh_29303-EV15-1,fsh_29303,Trial-Hearing,7,12
CNN_ENG_20030528_195959.20-EV1-1,CNN_ENG_20030528_195959.20,Attack,3,59
CNNHL_ENG_20030618_230303.36-EV1-1,CNNHL_ENG_20030618_230303.36,Meet,2,9
CNN_ENG_20030603_095830.17-EV1-1,CNN_ENG_20030603_095830.17,Meet,1,7
CNN_ENG_20030603_095830.17-EV2-1,CNN_ENG_20030603_095830.17,Meet,2,7
CNN_ENG_20030603_095830.17-EV2-2,CNN_ENG_20030603_095830.17,Meet,7,38
alt.sys.pc-clone.dell_20050226.2350-EV1-1,alt.sys.pc-clone.dell_20050226.2350,Sue,1,28
alt.sys.pc-clone.dell_20050226.2350-EV2-1,alt.sys.pc-clone.dell_20050226.2350,Sue,38,3
alt.sys.pc-clone.dell_20050226.2350-EV2-2,alt.sys.pc-clone.dell_20050226.2350,Sue,39,5
alt.sys.pc-clone.dell_20050226.2350-EV2-3,alt.sys.pc-clone.dell_20050226.2350,Sue,6,24
alt.sys.pc-clone.dell_20050226.2350-EV2-4,alt.sys.pc-clone.dell_20050226.2350,Sue,7,15
alt.sys.pc-clone.dell_20050226.2350-EV2-5,alt.sys.pc-clone.dell_20050226.2350,Sue,7,44
alt.sys.pc-clone.dell_20050226.2350-EV2-6,alt.sys.pc-clone.dell_20050226.2350,Sue,23,54
alt.sys.pc-clone.dell_20050226.2350-EV2-7,alt.sys.pc-clone.dell_20050226.2350,Sue,24,7
alt.sys.pc-clone.dell_20050226.2350-EV2-8,alt.sys.pc-clone.dell_20050226.2350,Sue,30,30
alt.sys.pc-clone.dell_20050226.2350-EV2-9,alt.sys.pc-clone.dell_20050226.2350,Sue,37,10
alt.sys.pc-clone.dell_20050226.2350-EV3-1,alt.sys.pc-clone.dell_20050226.2350,Sue,8,28
alt.sys.pc-clone.dell_20050226.2350-EV4-1,alt.sys.pc-clone.dell_20050226.2350,Transfer-Money,8,4
alt.sys.pc-clone.dell_20050226.2350-EV5-1,alt.sys.pc-clone.dell_20050226.2350,Sue,9,29
alt.sys.pc-clone.dell_20050226.2350-EV5-2,alt.sys.pc-clone.dell_20050226.2350,Sue,14,4
alt.sys.pc-clone.dell_20050226.2350-EV6-1,alt.sys.pc-clone.dell_20050226.2350,Sue,31,7
alt.sys.pc-clone.dell_20050226.2350-EV7-1,alt.sys.pc-clone.dell_20050226.2350,Sue,32,11
alt.sys.pc-clone.dell_20050226.2350-EV7-2,alt.sys.pc-clone.dell_20050226.2350,Sue,34,8
alt.sys.pc-clone.dell_20050226.2350-EV8-1,alt.sys.pc-clone.dell_20050226.2350,Sue,36,5
alt.sys.pc-clone.dell_20050226.2350-EV9-1,alt.sys.pc-clone.dell_20050226.2350,Sue,5,34
alt.sys.pc-clone.dell_20050226.2350-EV9-2,alt.sys.pc-clone.dell_20050226.2350,Sue,9,13
alt.sys.pc-clone.dell_20050226.2350-EV9-3,alt.sys.pc-clone.dell_20050226.2350,Sue,23,21
alt.sys.pc-clone.dell_20050226.2350-EV9-4,alt.sys.pc-clone.dell_20050226.2350,Sue,30,13
alt.sys.pc-clone.dell_20050226.2350-EV9-5,alt.sys.pc-clone.dell_20050226.2350,Sue,1,11
alt.sys.pc-clone.dell_20050226.2350-EV9-6,alt.sys.pc-clone.dell_20050226.2350,Sue,2,15
CNN_ENG_20030306_070606.18-EV1-1,CNN_ENG_20030306_070606.18,Injure,22,17
CNN_ENG_20030306_070606.18-EV2-1,CNN_ENG_20030306_070606.18,Sentence,8,8
CNN_ENG_20030306_070606.18-EV3-1,CNN_ENG_20030306_070606.18,Convict,9,9
CNN_ENG_20030306_070606.18-EV4-1,CNN_ENG_20030306_070606.18,Appeal,11,2
CNN_ENG_20030306_070606.18-EV5-1,CNN_ENG_20030306_070606.18,Arrest-Jail,12,7
CNN_ENG_20030306_070606.18-EV6-1,CNN_ENG_20030306_070606.18,Sentence,12,12
CNN_ENG_20030306_070606.18-EV7-1,CNN_ENG_20030306_070606.18,Phone-Write,20,4
CNN_ENG_20030306_070606.18-EV8-1,CNN_ENG_20030306_070606.18,Die,21,31
CNN_ENG_20030306_070606.18-EV8-2,CNN_ENG_20030306_070606.18,Die,22,8
CNN_ENG_20030306_070606.18-EV8-3,CNN_ENG_20030306_070606.18,Die,23,5
CNN_ENG_20030306_070606.18-EV8-4,CNN_ENG_20030306_070606.18,Die,23,14
CNN_ENG_20030306_070606.18-EV9-1,CNN_ENG_20030306_070606.18,Sentence,21,44
CNN_ENG_20030306_070606.18-EV10-1,CNN_ENG_20030306_070606.18,Attack,21,25
CNN_ENG_20030306_070606.18-EV10-2,CNN_ENG_20030306_070606.18,Attack,23,11
CNN_ENG_20030605_065831.18-EV1-1,CNN_ENG_20030605_065831.18,End-Position,2,2
CNN_ENG_20030605_065831.18-EV2-1,CNN_ENG_20030605_065831.18,Declare-Bankruptcy,5,3
CNN_ENG_20030605_065831.18-EV3-1,CNN_ENG_20030605_065831.18,End-Position,5,4
CNN_ENG_20030605_065831.18-EV4-1,CNN_ENG_20030605_065831.18,Charge-Indict,5,28
CNN_ENG_20030605_065831.18-EV5-1,CNN_ENG_20030605_065831.18,End-Position,7,3
CNN_ENG_20030605_065831.18-EV6-1,CNN_ENG_20030605_065831.18,Declare-Bankruptcy,7,13
CNN_ENG_20030605_065831.18-EV7-1,CNN_ENG_20030605_065831.18,Charge-Indict,8,8
CNN_ENG_20030605_065831.18-EV8-1,CNN_ENG_20030605_065831.18,Charge-Indict,3,10
CNN_ENG_20030605_065831.18-EV9-1,CNN_ENG_20030605_065831.18,Charge-Indict,12,11
CNN_ENG_20030605_065831.18-EV10-1,CNN_ENG_20030605_065831.18,Phone-Write,14,7
CNN_ENG_20030610_105832.1-EV1-1,CNN_ENG_20030610_105832.1,Attack,4,10
CNN_ENG_20030610_105832.1-EV1-2,CNN_ENG_20030610_105832.1,Attack,5,5
CNN_ENG_20030610_105832.1-EV1-3,CNN_ENG_20030610_105832.1,Attack,6,2
CNN_ENG_20030610_105832.1-EV2-1,CNN_ENG_20030610_105832.1,Die,7,6
APW_ENG_20030411.0304-EV1-1,APW_ENG_20030411.0304,Charge-Indict,1,25
APW_ENG_20030411.0304-EV1-2,APW_ENG_20030411.0304,Charge-Indict,7,2
APW_ENG_20030411.0304-EV2-1,APW_ENG_20030411.0304,Elect,10,2
APW_ENG_20030411.0304-EV3-1,APW_ENG_20030411.0304,Appeal,2,30
APW_ENG_20030411.0304-EV3-2,APW_ENG_20030411.0304,Appeal,3,38
APW_ENG_20030411.0304-EV4-1,APW_ENG_20030411.0304,Trial-Hearing,3,30
APW_ENG_20030411.0304-EV5-1,APW_ENG_20030411.0304,Charge-Indict,4,11
APW_ENG_20030411.0304-EV6-1,APW_ENG_20030411.0304,Elect,9,7
alt.books.tom-clancy_20050130.1848-EV1-1,alt.books.tom-clancy_20050130.1848,Attack,11,35
alt.books.tom-clancy_20050130.1848-EV2-1,alt.books.tom-clancy_20050130.1848,Attack,3,28
alt.books.tom-clancy_20050130.1848-EV3-1,alt.books.tom-clancy_20050130.1848,Attack,9,25
alt.books.tom-clancy_20050130.1848-EV4-1,alt.books.tom-clancy_20050130.1848,Attack,11,5
alt.books.tom-clancy_20050130.1848-EV4-2,alt.books.tom-clancy_20050130.1848,Attack,11,13
alt.books.tom-clancy_20050130.1848-EV5-1,alt.books.tom-clancy_20050130.1848,Attack,11,16
alt.books.tom-clancy_20050130.1848-EV6-1,alt.books.tom-clancy_20050130.1848,Attack,14,30
alt.books.tom-clancy_20050130.1848-EV7-1,alt.books.tom-clancy_20050130.1848,Die,15,19
alt.books.tom-clancy_20050130.1848-EV7-2,alt.books.tom-clancy_20050130.1848,Die,24,19
alt.books.tom-clancy_20050130.1848-EV8-1,alt.books.tom-clancy_20050130.1848,Attack,17,12
alt.books.tom-clancy_20050130.1848-EV9-1,alt.books.tom-clancy_20050130.1848,Attack,18,18
alt.books.tom-clancy_20050130.1848-EV10-1,alt.books.tom-clancy_20050130.1848,Attack,20,28
alt.books.tom-clancy_20050130.1848-EV11-1,alt.books.tom-clancy_20050130.1848,Attack,21,13
alt.books.tom-clancy_20050130.1848-EV12-1,alt.books.tom-clancy_20050130.1848,Attack,23,25
alt.books.tom-clancy_20050130.1848-EV13-1,alt.books.tom-clancy_20050130.1848,Attack,30,39
alt.books.tom-clancy_20050130.1848-EV14-1,alt.books.tom-clancy_20050130.1848,Die,34,18
alt.books.tom-clancy_20050130.1848-EV15-1,alt.books.tom-clancy_20050130.1848,Attack,34,27
alt.books.tom-clancy_20050130.1848-EV16-1,alt.books.tom-clancy_20050130.1848,Elect,37,22
alt.books.tom-clancy_20050130.1848-EV17-1,alt.books.tom-clancy_20050130.1848,Injure,41,8
alt.books.tom-clancy_20050130.1848-EV18-1,alt.books.tom-clancy_20050130.1848,Injure,41,14
CNN_ENG_20030621_160254.25-EV1-1,CNN_ENG_20030621_160254.25,Attack,3,21
CNN_ENG_20030621_160254.25-EV2-1,CNN_ENG_20030621_160254.25,Die,9,12
CNN_ENG_20030621_160254.25-EV3-1,CNN_ENG_20030621_160254.25,Start-Position,10,25
CNN_ENG_20030621_160254.25-EV4-1,CNN_ENG_20030621_160254.25,Divorce,15,6
CNN_CF_20030305.1900.06-1-EV1-1,CNN_CF_20030305.1900.06-1,Attack,29,6
CNN_CF_20030305.1900.06-1-EV2-1,CNN_CF_20030305.1900.06-1,Attack,34,7
CNN_CF_20030305.1900.06-1-EV3-1,CNN_CF_20030305.1900.06-1,Attack,36,5
CNN_CF_20030305.1900.06-1-EV4-1,CNN_CF_20030305.1900.06-1,Phone-Write,3,18
CNN_CF_20030305.1900.06-1-EV5-1,CNN_CF_20030305.1900.06-1,Phone-Write,4,6
CNN_CF_20030305.1900.06-1-EV6-1,CNN_CF_20030305.1900.06-1,Phone-Write,25,9
CNN_CF_20030305.1900.06-1-EV7-1,CNN_CF_20030305.1900.06-1,Attack,21,12
CNN_CF_20030305.1900.06-1-EV7-2,CNN_CF_20030305.1900.06-1,Attack,26,7
CNN_CF_20030305.1900.06-1-EV7-3,CNN_CF_20030305.1900.06-1,Attack,29,19
CNN_CF_20030305.1900.06-1-EV7-4,CNN_CF_20030305.1900.06-1,Attack,33,13
CNN_CF_20030305.1900.06-1-EV7-5,CNN_CF_20030305.1900.06-1,Attack,35,13
CNN_CF_20030305.1900.06-1-EV7-6,CNN_CF_20030305.1900.06-1,Attack,15,9
CNN_CF_20030305.1900.06-1-EV7-7,CNN_CF_20030305.1900.06-1,Attack,13,9
fsh_29592-EV1-1,fsh_29592,Die,2,1
fsh_29592-EV2-1,fsh_29592,Die,3,18
fsh_29592-EV3-1,fsh_29592,Die,2,13
fsh_29592-EV3-2,fsh_29592,Die,4,14
fsh_29592-EV4-1,fsh_29592,Die,22,52
fsh_29592-EV5-1,fsh_29592,Attack,39,13
fsh_29592-EV6-1,fsh_29592,Attack,41,13
fsh_29592-EV7-1,fsh_29592,Die,43,10
fsh_29592-EV8-1,fsh_29592,Die,43,18
fsh_29592-EV9-1,fsh_29592,Die,60,15
fsh_29592-EV10-1,fsh_29592,Attack,65,70
fsh_29592-EV11-1,fsh_29592,Die,17,28
fsh_29592-EV12-1,fsh_29592,Attack,31,15
fsh_29592-EV13-1,fsh_29592,Transport,34,34
fsh_29592-EV14-1,fsh_29592,Attack,51,21
fsh_29592-EV15-1,fsh_29592,Attack,54,42
fsh_29592-EV16-1,fsh_29592,End-Position,59,82
misc.legal.moderated_20041202.1648-EV1-1,misc.legal.moderated_20041202.1648,Extradite,1,11
misc.legal.moderated_20041202.1648-EV1-2,misc.legal.moderated_20041202.1648,Extradite,7,28
misc.legal.moderated_20041202.1648-EV1-3,misc.legal.moderated_20041202.1648,Extradite,10,15
misc.legal.moderated_20041202.1648-EV2-1,misc.legal.moderated_20041202.1648,Transport,1,19
misc.legal.moderated_20041202.1648-EV3-1,misc.legal.moderated_20041202.1648,Charge-Indict,3,84
misc.legal.moderated_20041202.1648-EV4-1,misc.legal.moderated_20041202.1648,Charge-Indict,11,24
misc.legal.moderated_20041202.1648-EV5-1,misc.legal.moderated_20041202.1648,Transport,18,14
misc.legal.moderated_20041202.1648-EV5-2,misc.legal.moderated_20041202.1648,Transport,23,20
misc.legal.moderated_20041202.1648-EV6-1,misc.legal.moderated_20041202.1648,Sentence,20,28
misc.legal.moderated_20041202.1648-EV7-1,misc.legal.moderated_20041202.1648,Sentence,24,39
misc.legal.moderated_20041202.1648-EV8-1,misc.legal.moderated_20041202.1648,Arrest-Jail,24,31
misc.legal.moderated_20041202.1648-EV9-1,misc.legal.moderated_20041202.1648,Sentence,27,9
misc.legal.moderated_20041202.1648-EV10-1,misc.legal.moderated_20041202.1648,Transport,27,29
misc.legal.moderated_20041202.1648-EV11-1,misc.legal.moderated_20041202.1648,Transport,3,36
misc.legal.moderated_20041202.1648-EV12-1,misc.legal.moderated_20041202.1648,Transport,3,76
misc.legal.moderated_20041202.1648-EV13-1,misc.legal.moderated_20041202.1648,Sentence,3,101
misc.legal.moderated_20041202.1648-EV14-1,misc.legal.moderated_20041202.1648,Release-Parole,3,62
misc.legal.moderated_20041202.1648-EV15-1,misc.legal.moderated_20041202.1648,Transport,7,43
misc.legal.moderated_20041202.1648-EV16-1,misc.legal.moderated_20041202.1648,Transport,7,64
misc.legal.moderated_20041202.1648-EV16-2,misc.legal.moderated_20041202.1648,Transport,13,26
misc.legal.moderated_20041202.1648-EV17-1,misc.legal.moderated_20041202.1648,Extradite,7,34
misc.legal.moderated_20041202.1648-EV17-2,misc.legal.moderated_20041202.1648,Extradite,7,84
misc.legal.moderated_20041202.1648-EV18-1,misc.legal.moderated_20041202.1648,Trial-Hearing,13,32
